6116 270.502.000,1.0,"Wandbatterie Alterna, A 200 mm, AD 153 mm, ohne Verschraubungen ½"" x ½"","
6116 265.502.000,1.0,"Wandbatterie Alterna, A 175 mm, AD 153 mm, ohne Verschraubungen ½"" x ½"","
6116 266.502.000,1.0,"Wandbatterie Alterna, A 225 mm, AD 153 mm, ohne Verschraubungen ½"" x ½"","
6116 272.502.000,1.0,"Wandbatterie Alterna, A 225 mm, AD 153 mm, ohne Verschraubungen ½"" x ½"","
6116 271.502.000,1.0,"Wandbatterie Alterna, A 250 mm, AD 153 mm, ohne Verschraubungen ½"" x ½"","
6116 264.502.000,1.0,"Wandbatterie Alterna, A 125 mm, AD 153 mm, ohne Verschraubungen ½"" x ½"","
