ArtNr,Label,Hersteller,Size,Hahnloch,Ueberlauf,Ablage
6118 128.000.000,"Einbaukörper KWC ½"" für Bodeneinbau zu Bademischer Standmodell Einbautiefe 65 - 161 mm Geräuschgruppe NT",Andere,,,,

6252 811.000.000,"Einbaukörper Gessi ½"", für Bodeneinbau, zu Bademischer Standmodell, Einbautiefe 78 - 158 mm Geräuschgruppe II Preisübersicht Unverbindliche Richtpreise Total980.00 geschätzte Transportkosten38.23 8.1 % MWSt82.48 Rundungsdifferenz0.01- Gesamtbetrag inkl. MwSt. in CHF 1'100.70 Preisänderung vorbehalten Unverbindliche Richtpreise Bei den Preisangaben handelt es sich um unverbindliche Richtpreise. Auf diese unverbindlichen Richtpreise gibt Sanitas Troesch den Installateur-Unternehmen individuelle Einkaufsrabatte. Die unverbindlichen Richtpreise sind für Installateur-Unternehmen nicht bindend. Die Installateur-Unternehmen legen die Verkaufspreise an ihre Kunden vollkommen frei und im eigenen Ermessen fest.",Andere,,,,
