ArtNr,Label,Hersteller,Size,Hahnloch,Ueberlauf,Ablage
1441 550.000.000,"Badewannenträger Schedel, 1700 x 750 mm, Höhe 555 mm, Kaldewei Silenio, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 481.000.000,"Badewannenträger Schedel, 1800 x 800 mm, Höhe 570 mm, Schmidlin Ocean, Duschteil links, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Andere,,,,

1441 551.000.000,"Badewannenträger Schedel, 1800 x 800 mm, Höhe 570 mm, Kaldewei Silenio, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 484.000.000,"Badewannenträger Schedel, 1900 x 900 mm, Höhe 570 mm, Schmidlin Contura Duo, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Andere,,,,

1441 480.000.000,"Badewannenträger Schedel, 1800 x 800 mm, Höhe 570 mm, Schmidlin Ocean, Duschteil rechts, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Andere,,,,

1441 446.000.000,"Badewannenträger Schedel, 1700 x 700 mm, Höhe 540 mm, Kaldewei Puro Next/- Star, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 526.000.000,"Badewannenträger Schedel, 1700 x 700 mm, Höhe 555 mm, Kaldewei Puro, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 528.000.000,"Badewannenträger Schedel, 1700 x 800 mm, Höhe 570 mm, Kaldewei Puro, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 554.000.000,"Badewannenträger Schedel, 1700 x 800 mm, Höhe 570 mm, Kaldewei Asymmetric Duo 740, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 534.000.000,"Badewannenträger Schedel, 1900 x 900 mm, Höhe 570 mm, Kaldewei Puro, mit seitlichem Überlauf vorne, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,mit,

