Tray ArtNr,Tray Label,Accessory ArtNr,Accessory Label,Category,In Pool
"1111 553.100.000","Duschenwanne Alterna loa 140 x 80 x 3 cm für bodenebene oder aufgesetzte Montage Ablaufloch Ø 90 mm Stahl Schallisolierung Weiss","1311 701.000.000","ablaufgarnitur schmidlin flow 50, ø 90 mm, ablaufleistung 0,55 l/s, ohne","ablaufgarnitur",YES
"1111 553.100.000","Duschenwanne Alterna loa 140 x 80 x 3 cm für bodenebene oder aufgesetzte Montage Ablaufloch Ø 90 mm Stahl Schallisolierung Weiss","1445 738.000.000","duschwannenträger alterna loa, 1400 x 800 x 25 mm, höhe 14 cm, polystyrol,","wannentraeger",YES
"1111 553.100.000","Duschenwanne Alterna loa 140 x 80 x 3 cm für bodenebene oder aufgesetzte Montage Ablaufloch Ø 90 mm Stahl Schallisolierung Weiss","1441 791.000.000","montageschaum alterna, zu bade- und duschenwannenträger, kartusche 400 ml","wannentraeger",YES
"1111 553.100.000","Duschenwanne Alterna loa 140 x 80 x 3 cm für bodenebene oder aufgesetzte Montage Ablaufloch Ø 90 mm Stahl Schallisolierung Weiss","1441 792.000.000","pu-kleber mdi-frei alterna, mdi-frei, kartusche 290 ml, (zu wannenträger 1441","wannentraeger",YES
"1111 553.100.000","Duschenwanne Alterna loa 140 x 80 x 3 cm für bodenebene oder aufgesetzte Montage Ablaufloch Ø 90 mm Stahl Schallisolierung Weiss","1445 782.000.000","schallschutzset alterna - stahl, zu duschenwannenträger bis 2000 x 1000 mm,","wannentraeger",YES
"1111 553.100.000","Duschenwanne Alterna loa 140 x 80 x 3 cm für bodenebene oder aufgesetzte Montage Ablaufloch Ø 90 mm Stahl Schallisolierung Weiss","1435 166.000.000","montagerahmen schmidlin omnia, 140 x 80 cm, für alle schmidlin duschenwannen,","montagerahmen",YES
"1111 553.100.000","Duschenwanne Alterna loa 140 x 80 x 3 cm für bodenebene oder aufgesetzte Montage Ablaufloch Ø 90 mm Stahl Schallisolierung Weiss","1435 191.000.000","duschwannen-fussset schmidlin omnia, höhe 4,5 -11 cm, montagehöhe 4,5 - 11","montagerahmen",YES
"1111 553.100.000","Duschenwanne Alterna loa 140 x 80 x 3 cm für bodenebene oder aufgesetzte Montage Ablaufloch Ø 90 mm Stahl Schallisolierung Weiss","1435 192.000.000","duschwannen-fussset schmidlin omnia, höhe 10 - 20 cm, montagehöhe 10 - 20","montagerahmen",YES
"1111 553.100.000","Duschenwanne Alterna loa 140 x 80 x 3 cm für bodenebene oder aufgesetzte Montage Ablaufloch Ø 90 mm Stahl Schallisolierung Weiss","1435 193.000.000","duschwannen-fussset schmidlin omnia, höhe 19 - 33 cm, montagehöhe 19 - 33","montagerahmen",YES
"1111 553.100.000","Duschenwanne Alterna loa 140 x 80 x 3 cm für bodenebene oder aufgesetzte Montage Ablaufloch Ø 90 mm Stahl Schallisolierung Weiss","1111 553.100.186","Duschwanne Alterna loa, 140 x 80 x 3 cm, für bodenebene oder aufgesetzte","others",NO
"1111 553.100.000","Duschenwanne Alterna loa 140 x 80 x 3 cm für bodenebene oder aufgesetzte Montage Ablaufloch Ø 90 mm Stahl Schallisolierung Weiss","1311 698.501.000","ablaufhaube schmidlin zu tempoplex / floor/ contura, zu","others",YES
"1111 547.100.000","Duschenwanne Alterna loa 90 x 90 x 3 cm für bodenebene oder aufgesetzte Montage Ablaufloch Ø 90 mm Stahl Schallisolierung Weiss","1311 699.100.000","ablaufdeckel schmidlin 90, ohne ablaufgarnitur, stahl, emailliert, zu","ablaufdeckel",YES
"1111 547.100.000","Duschenwanne Alterna loa 90 x 90 x 3 cm für bodenebene oder aufgesetzte Montage Ablaufloch Ø 90 mm Stahl Schallisolierung Weiss","1311 701.000.000","ablaufgarnitur schmidlin flow 50, ø 90 mm, ablaufleistung 0,55 l/s, ohne","ablaufgarnitur",YES
"1111 547.100.000","Duschenwanne Alterna loa 90 x 90 x 3 cm für bodenebene oder aufgesetzte Montage Ablaufloch Ø 90 mm Stahl Schallisolierung Weiss","1445 732.000.000","duschwannenträger alterna loa, 900 x 900 x 25 mm, höhe 14 cm, polystyrol,","wannentraeger",YES
"1111 547.100.000","Duschenwanne Alterna loa 90 x 90 x 3 cm für bodenebene oder aufgesetzte Montage Ablaufloch Ø 90 mm Stahl Schallisolierung Weiss","1441 791.000.000","montageschaum alterna, zu bade- und duschenwannenträger, kartusche 400 ml","wannentraeger",YES
"1111 547.100.000","Duschenwanne Alterna loa 90 x 90 x 3 cm für bodenebene oder aufgesetzte Montage Ablaufloch Ø 90 mm Stahl Schallisolierung Weiss","1441 792.000.000","pu-kleber mdi-frei alterna, mdi-frei, kartusche 290 ml, (zu wannenträger 1441","wannentraeger",YES
"1111 547.100.000","Duschenwanne Alterna loa 90 x 90 x 3 cm für bodenebene oder aufgesetzte Montage Ablaufloch Ø 90 mm Stahl Schallisolierung Weiss","1445 782.000.000","schallschutzset alterna - stahl, zu duschenwannenträger bis 2000 x 1000 mm,","wannentraeger",YES
"1111 547.100.000","Duschenwanne Alterna loa 90 x 90 x 3 cm für bodenebene oder aufgesetzte Montage Ablaufloch Ø 90 mm Stahl Schallisolierung Weiss","1435 115.000.000","montagerahmen schmidlin omnia, 90 x 90 cm, für alle schmidlin duschenwannen,","montagerahmen",YES
"1111 547.100.000","Duschenwanne Alterna loa 90 x 90 x 3 cm für bodenebene oder aufgesetzte Montage Ablaufloch Ø 90 mm Stahl Schallisolierung Weiss","1435 191.000.000","duschwannen-fussset schmidlin omnia, höhe 4,5 -11 cm, montagehöhe 4,5 - 11","montagerahmen",YES
"1111 547.100.000","Duschenwanne Alterna loa 90 x 90 x 3 cm für bodenebene oder aufgesetzte Montage Ablaufloch Ø 90 mm Stahl Schallisolierung Weiss","1435 192.000.000","duschwannen-fussset schmidlin omnia, höhe 10 - 20 cm, montagehöhe 10 - 20","montagerahmen",YES
"1111 547.100.000","Duschenwanne Alterna loa 90 x 90 x 3 cm für bodenebene oder aufgesetzte Montage Ablaufloch Ø 90 mm Stahl Schallisolierung Weiss","1435 193.000.000","duschwannen-fussset schmidlin omnia, höhe 19 - 33 cm, montagehöhe 19 - 33","montagerahmen",YES
"1111 547.100.000","Duschenwanne Alterna loa 90 x 90 x 3 cm für bodenebene oder aufgesetzte Montage Ablaufloch Ø 90 mm Stahl Schallisolierung Weiss","1111 547.100.000","Duschwanne Alterna loa, 90 x 90 x 3 cm, für bodenebene oder aufgesetzte","others",NO
"1111 547.100.000","Duschenwanne Alterna loa 90 x 90 x 3 cm für bodenebene oder aufgesetzte Montage Ablaufloch Ø 90 mm Stahl Schallisolierung Weiss","1311 698.501.000","ablaufhaube schmidlin zu tempoplex / floor/ contura, zu","others",YES
"1111 554.100.000","Duschenwanne Alterna loa 140 x 90 x 3 cm für bodenebene oder aufgesetzte Montage Ablaufloch Ø 90 mm Stahl Schallisolierung Weiss","1311 699.100.000","ablaufdeckel schmidlin 90, ohne ablaufgarnitur, stahl, emailliert, zu","ablaufdeckel",YES
