ArtNr,Label,Hersteller,Size,Hahnloch,Ueberlauf,Ablage
1313 442.100.184,"Duschwanne Kaldewei Superplan, 75 x 120 x 2,5 cm, Stahl, Schallisolierung Umweltdeklaration EPD Weiss Gleitschutz Secure Plus",Kaldewei,120 x 2.5,,,

1313 447.100.000,"Duschwanne Kaldewei Superplan, 90 x 130 x 2,5 cm, Stahl, Schallisolierung Umweltdeklaration EPD Weiss",Kaldewei,130 x 2.5,,,

1313 594.100.185,"Duschwanne Kaldewei Superplan Zero, 90 x 140 x 2 cm, Stahl, Schallisolierung Umweltdeklaration EPD Weiss Gleitschutz Invisible Grip",Kaldewei,140 x 2,,,

1313 189.100.185,"Duschwanne Kaldewei Calima, 1700 x 900 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip",Kaldewei,,,,

1313 334.100.000,"Duschwanne Kaldewei Superplan Classic, 140 x 100 x 4,3 cm, Stahl, Schallisolierung Umweltdeklaration EPD Weiss",Kaldewei,100 x 4.3,,,

1313 438.100.000,"Duschwanne Kaldewei Superplan, 90 x 100 x 2,5 cm, Stahl, Schallisolierung Umweltdeklaration EPD Weiss",Kaldewei,100 x 2.5,,,

1313 436.100.000,"Duschwanne Kaldewei Superplan, 75 x 100 x 2,5 cm, Stahl, Schallisolierung Umweltdeklaration EPD Weiss",Kaldewei,100 x 2.5,,,

1313 308.100.183,"Duschwanne Kaldewei Superplan Classic, 80 x 90 x 2,5 cm, Stahl, Schallisolierung Umweltdeklaration EPD Weiss Gleitschutz Antislip",Kaldewei,90 x 2.5,,,

1313 459.100.184,"Duschwanne Kaldewei Superplan, 75 x 160 x 2,5 cm, Stahl, Schallisolierung Umweltdeklaration EPD Weiss Gleitschutz Secure Plus",Kaldewei,160 x 2.5,,,

1313 417.100.000,"Duschwanne Kaldewei Cayonoplan, 90 x 140 x 2,5 cm, Stahl, Schallisolierung Weiss",Kaldewei,140 x 2.5,,,

1313 252.100.185,"Duschwanne Kaldewei Conoflat, 80 x 130 x 3,2 cm, Stahl, Schallisolierung Umweltdeklaration EPD Weiss Gleitschutz Invisible Grip",Kaldewei,130 x 3.2,,,

1313 316.100.183,"Duschwanne Kaldewei Superplan Classic, 90 x 110 x 2,5 cm, Stahl, Schallisolierung Umweltdeklaration EPD Weiss Gleitschutz Antislip",Kaldewei,110 x 2.5,,,

1313 590.100.185,"Duschwanne Kaldewei Superplan Zero, 100 x 130 x 2 cm, Stahl, Schallisolierung Umweltdeklaration EPD Weiss Gleitschutz Invisible Grip",Kaldewei,130 x 2,,,

1313 571.100.185,"Duschwanne Kaldewei Superplan Zero, 90 x 100 x 2 cm, Stahl, Schallisolierung Umweltdeklaration EPD Weiss Gleitschutz Invisible Grip",Kaldewei,100 x 2,,,

1313 605.100.185,"Duschwanne Kaldewei Superplan Zero, 90 x 160 x 2 cm, Stahl, Schallisolierung Umweltdeklaration EPD Weiss Gleitschutz Invisible Grip",Kaldewei,160 x 2,,,

1313 587.100.184,"Duschwanne Kaldewei Superplan Zero, 75 x 130 x 2 cm, Stahl, Schallisolierung Umweltdeklaration EPD Weiss Gleitschutz Secure Plus",Kaldewei,130 x 2,,,

1313 413.100.000,"Duschwanne Kaldewei Cayonoplan, 90 x 120 x 1,8 cm, Stahl, Schallisolierung Weiss",Kaldewei,120 x 1.8,,,

1313 405.100.000,"Duschwanne Kaldewei Cayonoplan, 75 x 100 x 1,8 cm, Stahl, Schallisolierung Weiss",Kaldewei,100 x 1.8,,,

1313 468.100.184,"Duschwanne Kaldewei Superplan, 80 x 180 x 2,5 cm, Stahl, Schallisolierung Umweltdeklaration EPD Weiss Gleitschutz Secure Plus",Kaldewei,180 x 2.5,,,

1313 599.100.185,"Duschwanne Kaldewei Superplan Zero, 90 x 150 x 2 cm, Stahl, Schallisolierung Umweltdeklaration EPD Weiss Gleitschutz Invisible Grip",Kaldewei,150 x 2,,,

1313 412.100.184,"Duschwanne Kaldewei Cayonoplan, 80 x 120 x 1,8 cm, Stahl, Schallisolierung Umweltdeklaration EPD Weiss Gleitschutz Secure Plus",Kaldewei,120 x 1.8,,,

1313 473.100.185,"Duschwanne Kaldewei Cayonoplan, 70 x 100 x 1,8 cm, Stahl, Schallisolierung Weiss Gleitschutz Invisible Grip",Kaldewei,100 x 1.8,,,

1313 464.100.184,"Duschwanne Kaldewei Superplan, 75 x 170 x 2,5 cm, Stahl, Schallisolierung Umweltdeklaration EPD Weiss Gleitschutz Secure Plus",Kaldewei,170 x 2.5,,,

1313 157.100.185,"Duschwanne Kaldewei Calima, 1000 x 800 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip",Kaldewei,,,,

1313 604.100.185,"Duschwanne Kaldewei Superplan Zero, 80 x 160 x 2 cm, Stahl, Schallisolierung Umweltdeklaration EPD Weiss Gleitschutz Invisible Grip",Kaldewei,160 x 2,,,

1313 256.100.000,"Duschwanne Kaldewei Conoflat, 90 x 140 x 3,2 cm, Stahl, Schallisolierung Umweltdeklaration EPD Weiss",Kaldewei,140 x 3.2,,,

1313 407.100.184,"Duschwanne Kaldewei Cayonoplan, 90 x 100 x 1,8 cm, Stahl, Schallisolierung Umweltdeklaration EPD Weiss Gleitschutz Secure Plus",Kaldewei,100 x 1.8,,,

1313 597.100.185,"Duschwanne Kaldewei Superplan Zero, 75 x 150 x 2 cm, Stahl, Schallisolierung Umweltdeklaration EPD Weiss Gleitschutz Invisible Grip",Kaldewei,150 x 2,,,

1313 408.100.185,"Duschwanne Kaldewei Cayonoplan, 100 x 100 x 1,8 cm, Stahl, Schallisolierung Umweltdeklaration EPD Weiss Gleitschutz Invisible Grip",Kaldewei,100 x 1.8,,,

1313 141.100.000,"Duschwanne Kaldewei Sanidusch, 80 x 75 x 14 cm, Stahl, Schallisolierung, Ablauf Längsseite vorne rechts Umweltdeklaration EPD Weiss",Kaldewei,75 x 14,,,

1313 577.100.185,"Duschwanne Kaldewei Superplan Zero, 100 x 110 x 2 cm, Stahl, Schallisolierung Umweltdeklaration EPD Weiss Gleitschutz Invisible Grip",Kaldewei,110 x 2,,,

1313 609.100.000,"Duschwanne Kaldewei Superplan Zero, 80 x 170 x 2 cm, Stahl, Schallisolierung Umweltdeklaration EPD Weiss",Kaldewei,170 x 2,,,

1313 164.100.185,"Duschwanne Kaldewei Calima, 1200 x 700 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip",Kaldewei,,,,

1313 132.100.183,"Duschwanne Kaldewei Duschplan, 90 x 75 x 6,5 cm, Stahl, Schallisolierung, Ablauf Längsseite vorne rechts Umweltdeklaration EPD Weiss Gleitschutz Antislip",Kaldewei,75 x 6.5,,,

1313 169.100.185,"Duschwanne Kaldewei Calima, 1300 x 700 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip",Kaldewei,,,,

1313 431.100.000,"Duschwanne Kaldewei Superplan, 80 x 80 x 2,5 cm, Stahl, Schallisolierung Umweltdeklaration EPD Weiss",Kaldewei,80 x 2.5,,,

1313 185.100.185,"Duschwanne Kaldewei Calima, 1600 x 900 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip",Kaldewei,,,,

1313 476.100.810,"Duschwanne Kaldewei Cayonoplan, 100 x 120 x 1,8 cm, Stahl, Schallisolierung Weiss Standard",Kaldewei,120 x 1.8,,,

1313 610.100.184,"Duschwanne Kaldewei Superplan Zero, 90 x 170 x 2 cm, Stahl, Schallisolierung Umweltdeklaration EPD Weiss Gleitschutz Secure Plus",Kaldewei,170 x 2,,,

1313 243.100.000,"Duschwanne Kaldewei Conoflat, 80 x 100 x 3,2 cm, Stahl, Schallisolierung Umweltdeklaration EPD Weiss",Kaldewei,100 x 3.2,,,

1313 582.100.185,"Duschwanne Kaldewei Superplan Zero, 90 x 120 x 2 cm, Stahl, Schallisolierung Umweltdeklaration EPD Weiss Gleitschutz Invisible Grip",Kaldewei,120 x 2,,,

1313 242.100.000,"Duschwanne Kaldewei Conoflat, 90 x 90 x 3,2 cm, Stahl, Schallisolierung Umweltdeklaration EPD Weiss",Kaldewei,90 x 3.2,,,

1313 176.100.185,"Duschwanne Kaldewei Calima, 1400 x 900 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip",Kaldewei,,,,

1313 168.100.185,"Duschwanne Kaldewei Calima, 1200 x 1000 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip",Kaldewei,,,,

1313 460.100.000,"Duschwanne Kaldewei Superplan, 80 x 160 x 2,5 cm, Stahl, Schallisolierung Umweltdeklaration EPD Weiss",Kaldewei,160 x 2.5,,,

1313 452.100.000,"Duschwanne Kaldewei Superplan, 100 x 140 x 2,5 cm, Stahl, Schallisolierung Umweltdeklaration EPD Weiss",Kaldewei,140 x 2.5,,,

1313 180.100.185,"Duschwanne Kaldewei Calima, 1500 x 800 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip",Kaldewei,,,,

1313 314.100.183,"Duschwanne Kaldewei Superplan Classic, 120 x 80 x 2,5 cm, Stahl, Schallisolierung, Umweltdeklaration EPD Weiss Gleitschutz Antislip",Kaldewei,80 x 2.5,,,

1313 312.100.183,"Duschwanne Kaldewei Superplan Classic, 100 x 100 x 2,5 cm, Stahl, Schallisolierung Umweltdeklaration EPD Weiss Gleitschutz Antislip",Kaldewei,100 x 2.5,,,

1313 255.100.000,"Duschwanne Kaldewei Conoflat, 80 x 140 x 3,2 cm, Stahl, Schallisolierung Umweltdeklaration EPD Weiss",Kaldewei,140 x 3.2,,,

1313 611.100.184,"Duschwanne Kaldewei Superplan Zero, 100 x 170 x 2 cm, Stahl, Schallisolierung Umweltdeklaration EPD Weiss Gleitschutz Secure Plus",Kaldewei,170 x 2,,,

1313 152.100.185,"Duschwanne Kaldewei Calima, 900 x 750 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip",Kaldewei,,,,

1313 588.100.184,"Duschwanne Kaldewei Superplan Zero, 80 x 130 x 2 cm, Stahl, Schallisolierung Umweltdeklaration EPD Weiss Gleitschutz Secure Plus",Kaldewei,130 x 2,,,

1313 455.100.000,"Duschwanne Kaldewei Superplan, 80 x 150 x 2,5 cm, Stahl, Schallisolierung Umweltdeklaration EPD Weiss",Kaldewei,150 x 2.5,,,

1313 244.100.184,"Duschwanne Kaldewei Conoflat, 90 x 100 x 3,2 cm, Stahl, Schallisolierung Umweltdeklaration EPD Weiss Gleitschutz Secure Plus",Kaldewei,100 x 3.2,,,

1313 153.100.185,"Duschwanne Kaldewei Calima, 900 x 800 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip",Kaldewei,,,,

1313 563.100.000,"Duschwanne Kaldewei Superplan Zero, 80 x 80 x 2 cm, Stahl, Schallisolierung Umweltdeklaration EPD Weiss",Kaldewei,80 x 2,,,

1313 435.100.000,"Duschwanne Kaldewei Superplan, 90 x 90 x 2,5 cm, Stahl, Schallisolierung Umweltdeklaration EPD Weiss",Kaldewei,90 x 2.5,,,

1313 440.100.184,"Duschwanne Kaldewei Superplan, 90 x 110 x 2,5 cm, Stahl, Schallisolierung Umweltdeklaration EPD Weiss Gleitschutz Secure Plus",Kaldewei,110 x 2.5,,,

1313 570.100.000,"Duschwanne Kaldewei Superplan Zero, 80 x 100 x 2 cm, Stahl, Schallisolierung Umweltdeklaration EPD Weiss",Kaldewei,100 x 2,,,

1313 411.100.000,"Duschwanne Kaldewei Cayonoplan, 75 x 120 x 1,8 cm, Stahl, Schallisolierung Weiss",Kaldewei,120 x 1.8,,,

1313 184.100.185,"Duschwanne Kaldewei Calima, 1600 x 800 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip",Kaldewei,,,,

1313 310.100.000,"Duschwanne Kaldewei Superplan Classic, 100 x 80 x 2,5 cm, Stahl, Schallisolierung Umweltdeklaration EPD Weiss",Kaldewei,80 x 2.5,,,

1313 448.100.184,"Duschwanne Kaldewei Superplan, 70 x 140 x 2,5 cm, Stahl, Schallisolierung Umweltdeklaration EPD Weiss Gleitschutz Secure Plus",Kaldewei,140 x 2.5,,,

1313 463.100.185,"Duschwanne Kaldewei Superplan, 70 x 170 x 2,5 cm, Stahl, Schallisolierung Umweltdeklaration EPD Weiss Gleitschutz Invisible Grip",Kaldewei,170 x 2.5,,,

1313 165.100.185,"Duschwanne Kaldewei Calima, 1200 x 750 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip",Kaldewei,,,,

1313 458.100.000,"Duschwanne Kaldewei Superplan, 70 x 160 x 2,5 cm, Stahl, Schallisolierung Umweltdeklaration EPD Weiss",Kaldewei,160 x 2.5,,,

1313 404.100.000,"Duschwanne Kaldewei Cayonoplan, 90 x 90 x 1,8 cm, Stahl, Schallisolierung Weiss",Kaldewei,90 x 1.8,,,

1313 565.100.000,"Duschwanne Kaldewei Superplan Zero, 75 x 90 x 2 cm, Stahl, Schallisolierung Umweltdeklaration EPD Weiss",Kaldewei,90 x 2,,,
