ArtNr,Label,Hersteller,Size,Hahnloch,Ueberlauf,Ablage
6211 304.501.000,"Bademischer Alterna più- Standmodell, A 248 mm, Höhe 859 mm, Brauseschlauch 1500 mm, Handbrause, Montage neben Badewanne, Durchflussleistung Wanneneinlauf 20 l/min., Durchflussleistung Handbrause 15 l/min., ohne Einbaukörper 6252 811 Energieeffizienzklasse F Geräuschgruppe I Verchromt",Alterna,,,,

6211 604.501.000,"Bademischer Alterna niù- Standmodell, A 248 mm, Höhe 876 - 956 mm, Brauseschlauch 1500 mm, Handbrause, Montage neben Badewanne, Durchflussleistung Wanneneinlauf 20 l/min., Durchflussleistung Handbrause 15 l/min., (Wanneneinlauf des Bademischers ist nicht konisch), ohne Einbaukörper 6252 811 Energieeffizienzklasse F Geräuschgruppe I Verchromt Preisübersicht Unverbindliche Richtpreise Total2'504.00 geschätzte Transportkosten97.66 8.1 % MWSt210.74 Rundungsdifferenz0.00 Gesamtbetrag inkl. MwSt. in CHF 2'812.40 Preisänderung vorbehalten Unverbindliche Richtpreise Bei den Preisangaben handelt es sich um unverbindliche Richtpreise. Auf diese unverbindlichen Richtpreise gibt Sanitas Troesch den Installateur-Unternehmen individuelle Einkaufsrabatte. Die unverbindlichen Richtpreise sind für Installateur-Unternehmen nicht bindend. Die Installateur-Unternehmen legen die Verkaufspreise an ihre Kunden vollkommen frei und im eigenen Ermessen fest.",Alterna,,,,
