Typ;Artikelnummer;Menge;Bezeichnung
--- HAUPTPRODUKTE ---
;2236 631.100.000;1;Waschtischmöbel Alterna zero plus, Breite 96,6 cm, Höhe 35 cm, Tiefe 48,2 cm, 2 Schubladen, , Weiss
;
;2236 538.100.000;1;Waschtischmöbel Alterna zero plus, Breite 71,6 cm, Höhe 52,5 cm, Tiefe 48,2 cm, 2 Schubladen, , Weiss
;
;2234 132.100.000;1;Waschtischmöbel Alterna elena plus, Breite 56,4 cm, Höhe 40 cm, Tiefe 45 cm, 1 Schublade, Tip-on, , Weiss
;
;2234 334.100.000;1;Waschtischmöbel Alterna elena plus, Breite 116,4 cm, Höhe 45 cm, Tiefe 45 cm, 4 Schubladen, Tip-on,, Weiss
;
;2236 655.100.000;1;Waschtischmöbel Alterna zero plus, Breite 146,6 cm, Höhe 35 cm, Tiefe 48,2 cm, 2 Schubladen, , Weiss
;
;2234 022.100.000;1;Waschtischmöbel Alterna elena plus, Lackiert matt, Breite 118,4 cm, Höhe 41 cm, Tiefe 47,2 cm, 1 , Weiss
;
;2232 525.100.000;1;Waschtischmöbel Alterna logica plus, Breite 96,4 cm, Höhe 40,2 cm, Tiefe 48,2 cm, 1 Schublade , Weiss
;
;2234 214.100.000;1;Waschtischmöbel Alterna elena plus, Breite 116,4 cm, Höhe 45 cm, Tiefe 45 cm, 4 Schubladen, Tip-on,, Weiss
;
;2232 539.100.000;1;Waschtischmöbel Alterna logica plus, Breite 96,4 cm, Höhe 40,2 cm, Tiefe 48,2 cm, 1 Schublade , Weiss
;
;2232 564.100.000;1;Waschtischmöbel Alterna logica plus, Breite 146,4 cm, Höhe 40,2 cm, Tiefe 48,2 cm, 1 Schublade , Weiss
;
;2110 435.100.000;1;Waschtischmöbel Alterna dinea plus, Breite 118,4 cm, Höhe 55 cm, Tiefe 45,1 cm, 2 Schubladen, , Weiss
;
;2236 535.100.000;1;Waschtischmöbel Alterna zero plus, Breite 71,6 cm, Höhe 52,5 cm, Tiefe 48,2 cm, 2 Schubladen, , Weiss
;
;2232 537.100.000;1;Waschtischmöbel Alterna logica plus, Breite 96,4 cm, Höhe 40,2 cm, Tiefe 48,2 cm, 1 Schublade , Weiss
;
;2232 550.100.000;1;Waschtischmöbel Alterna logica plus, Breite 121,4 cm, Höhe 40,2 cm, Tiefe 48,2 cm, 1 Schublade , Weiss
;
;2231 917.100.000;1;Waschtischmöbel Alterna elena guest plus, Breite 48,3 cm, Höhe 55 cm, Tiefe 24,1 cm, 1 Türe, Band , Weiss
;
;2234 323.100.000;1;Waschtischmöbel Alterna elena plus, Breite 116,4 cm, Höhe 40 cm, Tiefe 45 cm, 1 Schublade, 1 , Weiss
;
;2234 171.100.000;1;Waschtischmöbel Alterna elena plus, Breite 96,4 cm, Höhe 40 cm, Tiefe 45 cm, 1 Schublade, 1 , Weiss
;
;2236 601.100.000;1;Waschtischmöbel Alterna zero plus, Breite 46,6 cm, Höhe 35 cm, Tiefe 48,2 cm, 1 Schublade, , Weiss
;
;2236 284.100.000;1;Seitenschrank Alterna universale plus, Breite 35,2 cm, Höhe 102 cm, Tiefe 30,2 cm, 1 Türe, , Weiss
;
;2110 219.100.000;1;Waschtischmöbel Alterna calea plus, Breite 116,6 cm, Höhe 35 cm, Tiefe 45 cm, 2 Schubladen, , Weiss
;
;2236 537.100.000;1;Waschtischmöbel Alterna zero plus, Breite 71,6 cm, Höhe 52,5 cm, Tiefe 48,2 cm, 2 Schubladen, , Weiss
;
;2236 657.100.000;1;Waschtischmöbel Alterna zero plus, Breite 146,6 cm, Höhe 35 cm, Tiefe 48,2 cm, 3 Schubladen, , Weiss
;
;2234 025.100.000;1;Waschtischmöbel Alterna elena plus, Lackiert matt, Breite 118,4 cm, Höhe 41 cm, Tiefe 47,2 cm, 2 , Weiss
;
;2234 170.100.000;1;Waschtischmöbel Alterna elena plus, Breite 76,4 cm, Höhe 40 cm, Tiefe 45 cm, 1 Schublade, 1 , Weiss
;
;2234 263.100.000;1;Waschtischmöbel Alterna elena plus, Breite 116,4 cm, Höhe 40 cm, Tiefe 45 cm, 1 Schublade, 1 , Weiss
;
;2211 402.100.000;1;Wandbecken Alterna primo round, 40 x 34,5 cm, Armaturenloch, mit Überlauf, Weiss
;
;2110 433.100.000;1;Waschtischmöbel Alterna dinea plus, Breite 98,4 cm, Höhe 55 cm, Tiefe 45,1 cm, 2 Schubladen, , Weiss
;
;2116 225.100.000;1;Doppelwaschtisch Alterna cubito, 130 x 48,5 cm, mit 2 Armaturenlöcher, mit Überlauf, Weiss
;
;2234 158.100.000;1;Hochschrank Alterna elena plus, Breite 35 cm, Höhe 165 cm, Tiefe 30 cm, 1 Türe, Band umkehrbar, , Weiss
;
;2234 206.100.000;1;Waschtischmöbel Alterna elena plus, Breite 76,4 cm, Höhe 45 cm, Tiefe 45 cm, 2 Schubladen, Tip-on, , Weiss
;
;2234 274.100.000;1;Waschtischmöbel Alterna elena plus, Breite 116,4 cm, Höhe 45 cm, Tiefe 45 cm, 4 Schubladen, Tip-on,, Weiss
;
;2234 057.100.000;1;Hochschrank Alterna elena plus, Lackiert glanz, Breite 34,9 cm, Höhe 165 cm, Tiefe 31,7 cm, 1 Türe,, Weiss
;
;2232 552.100.000;1;Waschtischmöbel Alterna logica plus, Breite 121,4 cm, Höhe 40,2 cm, Tiefe 48,2 cm, 1 Schublade , Weiss
;
;2234 176.100.000;1;Waschtischmöbel Alterna elena plus, Breite 76,4 cm, Höhe 45 cm, Tiefe 45 cm, 2 Schubladen, Tip-on, , Weiss
;
;2234 112.100.000;1;Waschtischmöbel Alterna elena plus, Breite 116,4 cm, Höhe 40 cm, Tiefe 45 cm, 1 Schublade, 1 , Weiss
;
;2234 225.100.000;1;Waschtischmöbel Alterna elena plus, Breite 116,4 cm, Höhe 40 cm, Tiefe 45 cm, 1 Schublade, Tip-on, , Weiss
;
;2234 258.100.000;1;Waschtischmöbel Alterna elena plus, Breite 76,4 cm, Höhe 40 cm, Tiefe 45 cm, 1 Schublade, 1 , Weiss
;
;2234 236.100.000;1;Waschtischmöbel Alterna elena plus, Breite 76,4 cm, Höhe 45 cm, Tiefe 45 cm, 2 Schubladen, Tip-on, , Weiss
;
;2234 281.100.000;1;Waschtischmöbel Alterna elena plus, Breite 46,4 cm, Höhe 40 cm, Tiefe 45 cm, 1 Schublade, Tip-on, , Weiss
;
;2234 182.100.000;1;Waschtischmöbel Alterna elena plus, Breite 116,4 cm, Höhe 40 cm, Tiefe 45 cm, 2 Schubladen, Tip-on,, Weiss
;
;2110 212.100.000;1;Waschtischmöbel Alterna calea plus, Breite 76,6 cm, Höhe 35 cm, Tiefe 44,8 cm, 1 Schublade, , Weiss
;
;2236 528.100.000;1;Waschtischmöbel Alterna zero plus, Breite 56,6 cm, Höhe 52,5 cm, Tiefe 48,2 cm, 2 Schubladen, , Weiss
;
;2234 227.100.000;1;Waschtischmöbel Alterna elena plus, Breite 56,4 cm, Höhe 40 cm, Tiefe 45 cm, 1 Schublade, 1 , Weiss
;
;2234 106.100.000;1;Waschtischmöbel Alterna elena plus, Breite 46,4 cm, Höhe 40 cm, Tiefe 45 cm, 1 Schublade, 1 , Weiss
;
;2234 141.100.000;1;Waschtischmöbel Alterna elena plus, Breite 96,4 cm, Höhe 40 cm, Tiefe 45 cm, 1 Schublade, 1 , Weiss
;
;2234 144.100.000;1;Waschtischmöbel Alterna elena plus, Breite 46,4 cm, Höhe 45 cm, Tiefe 45 cm, 2 Schubladen, Tip-on, , Weiss
;
;2116 998.501.000;1;Handtuchreling Alterna modena S, zu 2116 907 / 908, Verchromt
;
;2110 427.100.000;1;Waschtischmöbel Alterna dinea plus, Breite 78,4 cm, Höhe 55 cm, Tiefe 45,1 cm, 2 Schubladen, , Weiss
;
;2234 033.100.000;1;Waschtischmöbel Alterna elena plus, Lackiert glanz, Breite 58,4 cm, Höhe 41 cm, Tiefe 47,2 cm, 1 , Weiss
;
;2233 193.501.000;1;Handtuchreling Catalano, zu 2233 102 / 103, Verchromt
;
;2116 428.100.000;1;Hochschrank Alterna universale slim, Breite 34,9 cm, Höhe 175 cm, Tiefe 30,4 cm, 2 Türen, , Weiss
;
;2236 617.100.000;1;Waschtischmöbel Alterna zero plus, Breite 71,6 cm, Höhe 35 cm, Tiefe 48,2 cm, 3 Schubladen, , Weiss
;
;2116 917.100.000;1;Klosettsitz Catalano, zu Zero, Sfera, Alterna modena S-Tec, mit Deckel, ohne Absenkautomatik, , Weiss
;
;2110 101.100.000;1;Waschtisch Alterna calea, 55 x 46 cm, Armaturenloch, mit Überlauf, Weiss
;
;2234 135.100.000;1;Waschtischmöbel Alterna elena plus, Breite 116,4 cm, Höhe 40 cm, Tiefe 45 cm, 1 Schublade, Tip-on, , Weiss
;
;2236 612.100.000;1;Waschtischmöbel Alterna zero plus, Breite 71,6 cm, Höhe 35 cm, Tiefe 48,2 cm, 2 Schubladen, , Weiss
;
;2211 404.100.000;1;Waschtisch Alterna primo round, ohne Armaturenloch, 56 x 45 cm, mit Überlauf, Weiss
;
;2234 204.100.000;1;Waschtischmöbel Alterna elena plus, Breite 46,4 cm, Höhe 45 cm, Tiefe 45 cm, 2 Schubladen, Tip-on, , Weiss
;
;2234 045.100.000;1;Waschtischmöbel Alterna elena plus, Lackiert glanz, Breite 98,4 cm, Höhe 41 cm, Tiefe 47,2 cm, 1 , Weiss
;
;2234 153.100.000;1;Waschtischmöbel Alterna elena plus, Breite 116,4 cm, Höhe 40 cm, Tiefe 45 cm, 2 Schubladen, 2 , Weiss
;
;2234 013.100.000;1;Waschtischmöbel Alterna elena plus, Lackiert matt, Breite 78,4 cm, Höhe 41 cm, Tiefe 47,2 cm, 1 , Weiss
;
;2234 003.100.000;1;Waschtischmöbel Alterna elena plus, Lackiert glanz, Breite 58,4 cm, Höhe 41 cm, Tiefe 47,2 cm, 1 , Weiss
;
;2116 949.100.000;1;Urinoirdeckel Alterna modena S-Tec, zu Urinoir 2116 946, mit Absenkautomatik, Weiss
;
;2234 147.100.000;1;Waschtischmöbel Alterna elena plus, Breite 76,4 cm, Höhe 45 cm, Tiefe 45 cm, 2 Schubladen, Tip-on, , Weiss
;
;2234 286.100.000;1;Waschtischmöbel Alterna elena plus, Breite 46,4 cm, Höhe 40 cm, Tiefe 45 cm, 1 Schublade, 1 , Weiss
;
;2234 203.100.000;1;Waschtischmöbel Alterna elena plus, Breite 116,4 cm, Höhe 40 cm, Tiefe 45 cm, 1 Schublade, 1 , Weiss
;
;2231 910.100.000;1;Waschtischmöbel Alterna elena guest plus, Breite 38,3 cm, Höhe 55 cm, Tiefe 22,1 cm, 1 Türe, Band , Weiss
;
;2232 521.100.000;1;Waschtischmöbel Alterna logica plus, Breite 121,4 cm, Höhe 40,2 cm, Tiefe 48,2 cm, 1 Schublade, , Weiss
;
;2234 149.100.000;1;Waschtischmöbel Alterna elena plus, Breite 96,4 cm, Höhe 45 cm, Tiefe 45 cm, 2 Schubladen, Tip-on, , Weiss
;
;2234 140.100.000;1;Waschtischmöbel Alterna elena plus, Breite 76,4 cm, Höhe 40 cm, Tiefe 45 cm, 1 Schublade, 1 , Weiss
;
;2234 004.100.000;1;Waschtischmöbel Alterna elena plus, Lackiert matt, Breite 58,4 cm, Höhe 41 cm, Tiefe 47,2 cm, 1 , Weiss
;
;2232 512.100.000;1;Waschtischmöbel Alterna logica plus, Breite 96,4 cm, Höhe 40,2 cm, Tiefe 48,2 cm, 1 Schublade, , Weiss
;
;2232 506.100.000;1;Waschtischmöbel Alterna logica plus, Breite 71,4 cm, Höhe 40,2 cm, Tiefe 48,2 cm, 1 Schublade, , Weiss
;
;2234 046.100.000;1;Waschtischmöbel Alterna elena plus, Lackiert matt, Breite 98,4 cm, Höhe 41 cm, Tiefe 47,2 cm, 1 , Weiss
;
;2234 107.100.000;1;Waschtischmöbel Alterna elena plus, Breite 56,4 cm, Höhe 40 cm, Tiefe 45 cm, 1 Schublade, 1 , Weiss
;
;2110 239.100.000;1;Waschtischmöbel Alterna calea plus, Breite 116,6 cm, Höhe 52,5 cm, Tiefe 45 cm, 4 Schubladen, , Weiss
;
;2236 645.100.000;1;Waschtischmöbel Alterna zero plus, Breite 121,6 cm, Höhe 35 cm, Tiefe 48,2 cm, 2 Schubladen, , Weiss
;
;2236 607.100.000;1;Waschtischmöbel Alterna zero plus, Breite 71,6 cm, Höhe 35 cm, Tiefe 48,2 cm, 1 Schublade, , Weiss
;
;2110 237.100.000;1;Waschtischmöbel Alterna calea plus, Breite 96,6 cm, Höhe 52,5 cm, Tiefe 44,8 cm, 2 Schubladen, , Weiss
;
;2116 425.100.000;1;Hochschrank Alterna universale slim, Breite 34,9 cm, Höhe 175 cm, Tiefe 30,4 cm, 1 Türe, Tip-on, , Weiss
;
;2234 296.100.000;1;Waschtischmöbel Alterna elena plus, Breite 76,4 cm, Höhe 45 cm, Tiefe 45 cm, 2 Schubladen, Tip-on, , Weiss
;
;2232 555.100.000;1;Waschtischmöbel Alterna logica plus, Breite 121,4 cm, Höhe 40,2 cm, Tiefe 48,2 cm, 1 Schublade , Weiss
;
;2234 119.100.000;1;Waschtischmöbel Alterna elena plus, Breite 96,4 cm, Höhe 45 cm, Tiefe 45 cm, 2 Schubladen, Tip-on, , Weiss
;
;2234 302.100.000;1;Waschtischmöbel Alterna elena plus, Breite 116,4 cm, Höhe 40 cm, Tiefe 45 cm, 2 Schubladen, Tip-on,, Weiss
;
;2234 288.100.000;1;Waschtischmöbel Alterna elena plus, Breite 76,4 cm, Höhe 40 cm, Tiefe 45 cm, 1 Schublade, 1 , Weiss
;
;2232 543.100.000;1;Waschtischmöbel Alterna logica plus, Breite 121,4 cm, Höhe 40,2 cm, Tiefe 48,2 cm, 1 Schublade , Weiss
;
;2234 021.100.000;1;Waschtischmöbel Alterna elena plus, Lackiert glanz, Breite 118,4 cm, Höhe 41 cm, Tiefe 47,2 cm, 1 , Weiss
;
;2234 321.100.000;1;Waschtischmöbel Alterna elena plus, Breite 96,4 cm, Höhe 40 cm, Tiefe 45 cm, 1 Schublade, 1 , Weiss
;
;2234 232.100.000;1;Waschtischmöbel Alterna elena plus, Breite 116,4 cm, Höhe 40 cm, Tiefe 45 cm, 1 Schublade, 1 , Weiss
;
;2234 235.100.000;1;Waschtischmöbel Alterna elena plus, Breite 56,4 cm, Höhe 45 cm, Tiefe 45 cm, 2 Schubladen, Tip-on, , Weiss
;
;2236 575.100.000;1;Waschtischmöbel Alterna zero plus, Breite 96,6 cm, Höhe 52,5 cm, Tiefe 48,2 cm, 2 Schubladen, , Weiss
;
;2232 511.100.000;1;Waschtischmöbel Alterna logica plus, Breite 96,4 cm, Höhe 40,2 cm, Tiefe 48,2 cm, 1 Schublade, , Weiss
;
;2236 602.100.000;1;Waschtischmöbel Alterna zero plus, Breite 46,6 cm, Höhe 35 cm, Tiefe 48,2 cm, 1 Schublade, , Weiss
;
;2236 611.100.000;1;Waschtischmöbel Alterna zero plus, Breite 71,6 cm, Höhe 35 cm, Tiefe 48,2 cm, 2 Schubladen, , Weiss
;
;2231 916.100.000;1;Waschtischmöbel Alterna elena guest plus, Breite 48,3 cm, Höhe 55 cm, Tiefe 24,1 cm, 1 Türe, Band , Weiss
;
;2234 163.100.000;1;Waschtischmöbel Alterna elena plus, Breite 76,4 cm, Höhe 40 cm, Tiefe 45 cm, 1 Schublade, Tip-on, , Weiss
;
;2232 562.100.000;1;Waschtischmöbel Alterna logica plus, Breite 146,4 cm, Höhe 40,2 cm, Tiefe 48,2 cm, 1 Schublade , Weiss
;
;2234 188.100.000;1;Hochschrank Alterna elena plus, Breite 35 cm, Höhe 165 cm, Tiefe 30 cm, 1 Türe, Band umkehrbar, , Weiss
;
;2236 651.100.000;1;Waschtischmöbel Alterna zero plus, Breite 146,6 cm, Höhe 35 cm, Tiefe 48,2 cm, 1 Schublade, , Weiss
;
;2110 439.100.000;1;Waschtischmöbel Alterna dinea plus, Breite 118,4 cm, Höhe 55 cm, Tiefe 45,1 cm, 2 Schubladen, , Weiss
;
;2116 999.501.000;1;Handtuchreling Alterna modena S, zu 2116 911 / 912, Verchromt
;
;2234 283.100.000;1;Waschtischmöbel Alterna elena plus, Breite 76,4 cm, Höhe 40 cm, Tiefe 45 cm, 1 Schublade, Tip-on, , Weiss
;
;2234 111.100.000;1;Waschtischmöbel Alterna elena plus, Breite 96,4 cm, Höhe 40 cm, Tiefe 45 cm, 1 Schublade, 1 , Weiss
;
;2234 142.100.000;1;Waschtischmöbel Alterna elena plus, Breite 116,4 cm, Höhe 40 cm, Tiefe 45 cm, 1 Schublade, 1 , Weiss
;
;2232 515.100.000;1;Waschtischmöbel Alterna logica plus, Breite 96,4 cm, Höhe 40,2 cm, Tiefe 48,2 cm, 1 Schublade, , Weiss
;
;2234 198.100.000;1;Waschtischmöbel Alterna elena plus, Breite 76,4 cm, Höhe 40 cm, Tiefe 45 cm, 1 Schublade, 1 , Weiss
;
;2234 024.100.000;1;Waschtischmöbel Alterna elena plus, Lackiert glanz, Breite 118,4 cm, Höhe 41 cm, Tiefe 47,2 cm, 2 , Weiss
;
;2116 213.100.000;1;Waschtisch Alterna cubito, 65 x 48,5 cm, Armaturenloch, mit Überlauf, Weiss
;
;2234 328.100.000;1;Waschtischmöbel Alterna elena plus, Breite 76,4 cm, Höhe 45 cm, Tiefe 45 cm, 2 Schubladen, Tip-on, , Weiss
;
;2110 105.100.000;1;Waschtisch Alterna calea, 80 x 46 cm, Armaturenloch, mit Überlauf, Weiss
;
;2234 133.100.000;1;Waschtischmöbel Alterna elena plus, Breite 76,4 cm, Höhe 40 cm, Tiefe 45 cm, 1 Schublade, Tip-on, , Weiss
;
;2211 400.100.000;1;Wandbecken Alterna primo, 45 x 34 cm, Armaturenloch, mit Überlauf, Weiss
;
;2234 266.100.000;1;Waschtischmöbel Alterna elena plus, Breite 76,4 cm, Höhe 45 cm, Tiefe 45 cm, 2 Schubladen, Tip-on, , Weiss
;
;2236 534.100.000;1;Waschtischmöbel Alterna zero plus, Breite 71,6 cm, Höhe 52,5 cm, Tiefe 48,2 cm, 2 Schubladen, , Weiss
;
;2232 501.100.000;1;Waschtischmöbel Alterna logica plus, Breite 71,4 cm, Höhe 40,2 cm, Tiefe 48,2 cm, 1 Schublade, , Weiss
;
;2231 911.100.000;1;Waschtischmöbel Alterna elena guest plus, Breite 38,3 cm, Höhe 55 cm, Tiefe 22,1 cm, 1 Türe, Band , Weiss
;
;2234 261.100.000;1;Waschtischmöbel Alterna elena plus, Breite 96,4 cm, Höhe 40 cm, Tiefe 45 cm, 1 Schublade, 1 , Weiss
;
;2236 654.100.000;1;Waschtischmöbel Alterna zero plus, Breite 146,6 cm, Höhe 35 cm, Tiefe 48,2 cm, 2 Schubladen, , Weiss
;
;2211 407.100.000;1;Waschtisch Alterna primo, 60 x 48 cm, Armaturenloch, mit Überlauf, Weiss
;
;2110 441.100.000;1;Waschtischmöbel Alterna dinea plus, Breite 118,4 cm, Höhe 55 cm, Tiefe 45,1 cm, 4 Schubladen, , Weiss
;
;2236 281.100.000;1;Seitenschrank Alterna universale plus, Breite 35,2 cm, Höhe 102 cm, Tiefe 30,2 cm, 1 Türe, , Weiss
;
;2234 301.100.000;1;Waschtischmöbel Alterna elena plus, Breite 116,4 cm, Höhe 45 cm, Tiefe 45 cm, 2 Schubladen, Tip-on,, Weiss
;
;2232 508.100.000;1;Waschtischmöbel Alterna logica plus, Breite 96,4 cm, Höhe 40,2 cm, Tiefe 48,2 cm, 1 Schublade, , Weiss
;
;2232 549.100.000;1;Waschtischmöbel Alterna logica plus, Breite 121,4 cm, Höhe 40,2 cm, Tiefe 48,2 cm, 1 Schublade , Weiss
;
;2110 204.100.000;1;Waschtischmöbel Alterna calea plus, Breite 42 cm, Höhe 52,5 cm, Tiefe 35,2 cm, 1 Türe, Band rechts,, Weiss
;
;2234 108.100.000;1;Waschtischmöbel Alterna elena plus, Breite 76,4 cm, Höhe 40 cm, Tiefe 45 cm, 1 Schublade, 1 , Weiss
;
;2234 030.100.000;1;Waschtischmöbel Alterna elena plus, Lackiert glanz, Breite 48,4 cm, Höhe 41 cm, Tiefe 47,2 cm, 1 , Weiss
;
;2110 421.100.000;1;Waschtischmöbel Alterna dinea plus, Breite 58,4 cm, Höhe 55 cm, Tiefe 45,1 cm, 2 Schubladen, , Weiss
;
;2116 211.100.000;1;Waschtisch Alterna cubito, 55 x 42 cm, Armaturenloch, mit Überlauf, Weiss
;
;2110 106.100.000;1;Waschtisch Alterna calea, 100 x 46 cm, Armaturenloch, mit Überlauf, Weiss
;
;2231 914.100.000;1;Waschtischmöbel Alterna elena guest plus, Breite 38,3 cm, Höhe 55 cm, Tiefe 22,1 cm, 1 Türe, Band , Weiss
;
;2234 218.100.000;1;Hochschrank Alterna elena plus, Breite 35 cm, Höhe 165 cm, Tiefe 30 cm, 1 Türe, Band umkehrbar, , Weiss
;
;2234 316.100.000;1;Waschtischmöbel Alterna elena plus, Breite 46,4 cm, Höhe 40 cm, Tiefe 45 cm, 1 Schublade, 1 , Weiss
;
;2236 621.100.000;1;Waschtischmöbel Alterna zero plus, Breite 71,6 cm, Höhe 35 cm, Tiefe 48,2 cm, 3 Schubladen, , Weiss
;
;2234 154.100.000;1;Waschtischmöbel Alterna elena plus, Breite 116,4 cm, Höhe 45 cm, Tiefe 45 cm, 4 Schubladen, Tip-on,, Weiss
;
;2232 507.100.000;1;Waschtischmöbel Alterna logica plus, Breite 71,4 cm, Höhe 40,2 cm, Tiefe 48,2 cm, 1 Schublade, , Weiss
;
;2232 520.100.000;1;Waschtischmöbel Alterna logica plus, Breite 121,4 cm, Höhe 40,2 cm, Tiefe 48,2 cm, 1 Schublade, , Weiss
;
;2110 103.100.000;1;Waschtisch Alterna calea, Abstellfläche links, 80 x 46 cm, Armaturenloch, mit Überlauf, Weiss
;
;2236 541.100.000;1;Waschtischmöbel Alterna zero plus, Breite 96,6 cm, Höhe 52,5 cm, Tiefe 48,2 cm, 2 Schubladen, , Weiss
;
;2232 531.100.000;1;Waschtischmöbel Alterna logica plus, Breite 96,4 cm, Höhe 40,2 cm, Tiefe 48,2 cm, 1 Schublade , Weiss
;
;2116 997.501.000;1;Handtuchreling Alterna modena S, zu 2116 905 / 906, Verchromt
;
;2234 110.100.000;1;Waschtischmöbel Alterna elena plus, Breite 76,4 cm, Höhe 40 cm, Tiefe 45 cm, 1 Schublade, 1 , Weiss
;
;2234 221.100.000;1;Waschtischmöbel Alterna elena plus, Breite 46,4 cm, Höhe 40 cm, Tiefe 45 cm, 1 Schublade, Tip-on, , Weiss
;
;2234 308.100.000;1;Hochschrank Alterna elena plus, Breite 35 cm, Höhe 165 cm, Tiefe 30 cm, 1 Türe, Band umkehrbar, , Weiss
;
;2234 051.100.000;1;Waschtischmöbel Alterna elena plus, Lackiert glanz, Breite 118,4 cm, Höhe 41 cm, Tiefe 47,2 cm, 1 , Weiss
;
;2110 423.100.000;1;Waschtischmöbel Alterna dinea plus, Breite 78,4 cm, Höhe 55 cm, Tiefe 45,1 cm, 2 Schubladen, , Weiss
;
;2110 326.501.000;1;Handtuchreling Alterna dinea, zu Waschtisch 120 cm, Verchromt
;
;2236 285.100.000;1;Seitenschrank Alterna universale plus, Breite 35,2 cm, Höhe 102 cm, Tiefe 30,2 cm, 1 Türe, , Weiss
;
;2110 201.100.000;1;Waschtischmöbel Alterna calea plus, Breite 42 cm, Höhe 52,5 cm, Tiefe 35,2 cm, 1 Türe, Band links, , Weiss
;
;2232 509.100.000;1;Waschtischmöbel Alterna logica plus, Breite 96,4 cm, Höhe 40,2 cm, Tiefe 48,2 cm, 1 Schublade, , Weiss
;
